propertytype;listingtype;averagedailyrate;occupancyrateltm;numberofbookingsltm;numberofreviews;bedrooms;bathrooms;maxguests;cancellationpolicy;securitydeposit;cleaningfee;extrapeoplefee;publishednightlyrate;publishedmonthlyrate;publishedweeklyrate;minimumstay;numberofphotos;city_num;rating
House;Entire home/apt;259;1;8;13;3;2;6;Flexible;100;150;;300;8400;2100;2;18;75;3
House;Entire home/apt;400;0;4;3;2;2;4;Moderate;400;100;100;400;11200;2800;2;34;53;4
Apartment;Entire home/apt;146;1;4;0;1;1;6;Strict;;30;;130;3640;910;1;5;75;
Apartment;Entire home/apt;;;0;5;1;1;3;Flexible;;;;145;4060;1015;1;3;75;4
House;Entire home/apt;888;0;12;27;3;3;6;Strict;1500;225;;825;23100;5775;2;34;75;4
House;Entire home/apt;194;0;13;7;3;2;4;Strict;200;60;;195;5460;1050;3;13;79;3
Dorm;Private room;;;0;0;1;2;2;Flexible;;;;100;980;300;1;0;75;
Apartment;Entire home/apt;522;1;20;6;2;2;6;Moderate;300;120;;600;16800;4200;1;6;75;4
Apartment;Private room;90;0;12;;1;1;2;Flexible;;;;95;2820;665;1;;75;
House;Private room;82;1;58;22;1;1;4;Moderate;;25;35;75;2100;550;1;22;57;4
House;Private room;120;1;13;4;1;2;2;Flexible;;;;120;3360;840;2;14;75;3
Apartment;Entire home/apt;156;0;19;31;2;1;3;Strict;;;25;140;2000;900;3;17;75;3
"Bed &amp; Breakfast";Private room;90;0;8;5;1;1;3;Flexible;;35;;100;2800;700;3;23;38;4
House;Private room;264;0;3;5;1;1;1;Flexible;400;10;;60;300;1100;2;4;75;4
House;Entire home/apt;171;1;94;83;1;1;2;Moderate;100;65;;139;3892;1136;2;12;75;4
Condominium;Entire home/apt;579;0;1;0;3;2;6;Strict;;99;;525;14700;3675;2;9;75;
House;Entire home/apt;;;0;0;2;1;6;Flexible;300;60;150;2000;56000;14000;1;14;75;
Apartment;Entire home/apt;226;1;26;42;1;1;4;Moderate;500;60;25;199;5572;1299;30;15;75;3
Apartment;Shared room;;;0;0;1;1;1;Flexible;;;;80;2240;560;1;4;33;
Condominium;Entire home/apt;275;0;1;0;1;1;2;Moderate;500;150;;235;6580;1645;2;11;75;
Apartment;Private room;99;1;40;20;1;1;2;Moderate;;25;;110;3080;770;1;4;75;3
Apartment;Entire home/apt;;;0;0;2;1;4;Flexible;;;;350;9800;2450;5;4;75;
House;Entire home/apt;411;0;9;3;3;2;7;Super Strict 60 Days;;171;;347;9716;2429;2;16;75;
Apartment;Entire home/apt;100;1;3;2;2;1;4;Moderate;600;;15;100;2200;650;5;16;53;2
House;Private room;90;0;11;1;1;1;2;Strict;100;60;;79;2212;553;1;21;8;2
Condominium;Entire home/apt;196;0;5;1;1;1;4;Strict;;;;179;1253;5012;1;24;75;4
House;Private room;115;1;14;21;1;1;4;Moderate;200;40;;109;3052;763;1;20;75;4
House;Private room;;;0;2;1;4;2;Moderate;;35;;125;3500;875;1;13;75;3
House;Private room;;;0;0;1;1;2;Flexible;;;;120;3562;700;3;11;75;
House;Private room;56;1;58;68;1;1;2;Strict;250;25;25;50;1100;350;2;4;75;4
Apartment;Private room;78;1;12;1;1;1;2;Flexible;;;;175;4900;1225;1;1;1;2
Condominium;Entire home/apt;200;1;25;0;1;1;4;Strict;;;;200;5600;1200;3;4;75;
Apartment;Private room;58;1;11;14;1;1;1;Flexible;;15;;55;1000;400;1;6;79;4
Apartment;Private room;100;0;7;1;1;1;1;Flexible;;;;100;2968;700;1;17;75;
Apartment;Entire home/apt;75;0;2;0;0;1;1;Flexible;;;;75;2239;525;1;5;75;
Treehouse;Private room;;;0;;1;1;4;Strict;300;40;15;149;2341;699;2;;28;
Apartment;Private room;89;1;2;0;1;1;3;Strict;750;40;;80;2240;580;1;16;75;
Apartment;Private room;48;1;3;0;1;2;2;Moderate;500;25;;49;1372;343;1;12;53;
Apartment;Entire home/apt;;;0;0;1;1;4;Strict;100;;;190;5639;0;2;0;75;
Apartment;Entire home/apt;266;1;21;14;2;3;6;Moderate;150;75;;265;7420;1855;2;16;79;4
House;Entire home/apt;237;1;1;1;3;2;6;Flexible;1000;130;50;225;4300;1300;3;6;57;2
Apartment;Private room;88;1;1;0;1;1;1;Flexible;500;50;;85;2380;595;1;6;75;
Apartment;Entire home/apt;108;1;78;111;1;1;3;Moderate;200;70;;104;2800;630;2;22;53;4
House;Private room;;;0;113;1;3;2;Moderate;;;;108;3205;650;2;13;53;4
Apartment;Private room;74;0;5;0;1;1;2;Flexible;;;;70;1960;595;7;9;75;
Apartment;Entire home/apt;;;0;2;1;1;4;Moderate;;85;;72;2016;504;2;13;53;4
;Private room;;;0;;1;;;Flexible;;;;100;2968;700;1;;75;
Apartment;Entire home/apt;140;1;23;25;1;1;3;Moderate;;;;140;3920;980;1;10;75;4
House;Private room;113;1;1;1;1;1;1;Moderate;;20;;103;2884;721;1;12;44;4
Apartment;Private room;90;0;1;1;1;1;1;Flexible;;;;90;1008;630;3;11;45;2
Condominium;Private room;132;0;13;34;1;1;2;Strict;;25;;100;2500;700;2;6;75;4
Apartment;Entire home/apt;865;0;1;0;1;1;4;Flexible;;120;;850;23800;1100;3;15;75;
House;Private room;136;0;2;6;1;1;2;Moderate;400;50;25;150;4200;1050;5;15;68;4
House;Shared room;48;0;2;2;1;1;1;Flexible;;;;45;1260;315;1;1;30;3
House;Entire home/apt;;;0;30;1;1;4;Strict;1000;120;25;150;2750;800;2;6;27;4
House;Private room;120;1;7;13;1;3;2;Moderate;500;25;;110;3180;700;1;19;75;4
House;Entire home/apt;350;1;18;20;3;3;6;Flexible;250;120;;300;8400;2100;1;17;53;4
House;Private room;109;1;66;41;1;1;2;Strict;;45;;110;2500;650;1;27;75;4
Apartment;Entire home/apt;1852;0;1;5;3;2;7;Moderate;300;45;;1850;2900;850;1;14;75;4
House;Shared room;42;1;11;10;1;2;9;Strict;300;30;50;35;900;245;2;10;19;3
House;Entire home/apt;463;0;26;63;2;1;4;Strict;500;119;;299;12000;2780;2;26;75;4
Apartment;Private room;;;0;11;1;1;2;Strict;;37;;90;2671;0;1;0;75;4
House;Private room;129;1;45;38;1;1;2;Flexible;;;;105;2940;735;1;6;47;4
House;Private room;;;0;;1;1;2;Flexible;;35;15;130;3858;910;1;;75;
Apartment;Entire home/apt;352;0;6;3;0;1;2;Moderate;;50;;300;5500;2100;3;10;75;2
House;Private room;87;1;17;12;1;1;2;Flexible;;;30;89;1900;623;1;18;69;4
Apartment;Entire home/apt;;;0;;0;1;3;Strict;199;109;;299;8874;2093;1;;75;
"Bed &amp; Breakfast";Private room;;;0;9;1;1;4;Strict;400;25;;129;3829;0;1;0;75;2
Apartment;Entire home/apt;;;0;4;0;1;1;Strict;500;50;;120;2915;875;4;0;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;30;15;50;1050;300;1;8;53;
Boat;Entire home/apt;;;0;19;3;3;6;Flexible;750;50;50;235;4770;1480;1;0;75;2
Apartment;Entire home/apt;;;0;0;2;2;4;Moderate;100;;;95;2820;0;1;0;82;
Apartment;Entire home/apt;;;0;6;3;3;6;Moderate;500;100;;240;7123;0;3;0;75;4
House;Entire home/apt;;;0;0;1;1;2;Moderate;350;70;;140;3920;980;2;19;53;
Apartment;Entire home/apt;166;1;6;2;1;1;2;Flexible;;20;;350;9800;2450;2;2;75;3
Apartment;Shared room;71;0;1;0;1;1;2;Flexible;95;20;20;60;1680;420;1;1;75;
Apartment;Private room;;;0;2;1;1;1;Moderate;100;60;;90;2520;630;1;11;75;4
House;Entire home/apt;315;1;9;2;2;2;5;Strict;500;140;;299;8874;2093;1;30;75;
Apartment;Entire home/apt;;;0;0;2;1;4;Flexible;;;;87;2436;609;1;1;75;
Apartment;Entire home/apt;;;0;0;2;2;6;Moderate;150;;;200;5600;1400;2;15;53;
Apartment;Entire home/apt;248;1;36;16;2;1;4;Strict;;75;;249;5400;1390;1;10;44;4
Apartment;Entire home/apt;;;0;0;1;1;4;Strict;600;100;;600;16800;4200;4;6;;
House;Entire home/apt;;;0;0;2;3;4;Flexible;;;;800;20000;4500;1;2;75;
House;Private room;70;1;3;;1;2;1;Flexible;;;;70;1516;380;3;;75;
House;Entire home/apt;240;1;3;2;3;2;5;Moderate;400;40;;235;6580;1645;3;14;75;4
Apartment;Entire home/apt;165;0;1;4;1;1;4;Flexible;;;;165;4620;1155;1;11;75;3
Apartment;Private room;100;1;2;7;1;1;1;Strict;600;;;100;1776;650;3;;75;4
Apartment;Entire home/apt;181;1;7;18;3;1;4;Strict;100;95;;155;3350;940;3;23;75;3
House;Entire home/apt;210;1;46;46;0;1;4;Strict;400;60;25;200;5600;1400;2;30;9;4
House;Entire home/apt;;;0;0;4;2;8;Strict;250;140;;215;5088;1400;3;24;15;
Apartment;Private room;102;1;2;0;1;1;1;Moderate;500;25;;95;2660;500;2;15;75;
Apartment;Private room;;;0;0;1;1;4;Flexible;;;;250;2000;1750;3;5;2;
Apartment;Entire home/apt;;;0;1;1;1;5;Strict;100;35;;225;6300;1575;2;8;;4
House;Private room;;;0;0;1;2;2;Flexible;;;;75;2137;450;1;0;53;
House;Entire home/apt;;;0;;6;5;12;Strict;2000;300;;1200;31800;8400;1;;68;
House;Entire home/apt;;;0;;3;1;6;Moderate;;20;10;200;3710;800;1;;25;
Apartment;Private room;86;1;14;10;1;1;2;Moderate;200;10;20;85;2000;600;7;13;75;4
Apartment;Entire home/apt;;;0;0;1;1;1;Strict;;60;;195;5460;1365;4;4;;
Apartment;Entire home/apt;225;1;4;4;1;1;3;Moderate;;100;25;180;5342;1260;2;7;75;4
House;Private room;162;1;1;1;1;1;2;Moderate;1000;75;50;159;4452;1113;1;10;75;2
House;Private room;117;1;1;7;1;1;2;Strict;100;50;9;97;1950;600;3;39;75;4
House;Private room;97;0;4;3;1;1;2;Moderate;;35;;110;1800;500;2;23;52;4
House;Private room;;;0;1;1;1;1;Flexible;;;;110;3265;0;1;0;8;
Apartment;Private room;151;0;4;20;1;1;2;Strict;;40;;125;3500;650;3;9;75;4
House;Private room;;;0;0;1;1;1;Flexible;;;;150;4200;1050;1;37;84;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;100;25;;200;5600;1400;1;4;53;
House;Private room;110;0;40;32;1;1;2;Moderate;;25;;99;2094;594;1;11;37;4
Apartment;Shared room;50;1;13;13;1;2;1;Flexible;;10;;49;1095;299;1;6;75;3
Apartment;Entire home/apt;;;0;0;0;1;2;Flexible;;;;200;5936;0;1;0;75;
House;Shared room;55;1;2;0;1;1;2;Flexible;100;30;50;48;1457;315;1;3;8;
Loft;Entire home/apt;;;0;30;1;1;2;Moderate;;50;;195;5788;0;2;0;75;4
"Bed &amp; Breakfast";Private room;65;1;0;3;1;1;2;Strict;200;;;65;1516;390;2;15;90;4
Apartment;Entire home/apt;;;0;13;1;1;2;Strict;;90;50;195;4240;1600;3;0;75;3
House;Entire home/apt;175;0;28;73;0;1;2;Moderate;;35;;160;4480;1000;2;6;65;4
Cabin;Entire home/apt;218;0;35;78;1;1;2;Strict;500;75;;203;3564;1360;2;34;9;4
Apartment;Private room;139;0;12;28;1;2;2;Flexible;;50;;125;3000;875;3;8;75;4
Apartment;Private room;194;0;2;0;1;1;2;Flexible;;100;;99;2772;693;1;8;75;
Cabin;Entire home/apt;142;1;73;85;0;1;2;Moderate;;20;;119;3332;833;2;6;1;4
Apartment;Entire home/apt;250;1;2;2;3;2;4;Strict;;;;250;5035;1500;3;21;8;
Boat;Entire home/apt;266;0;24;16;2;2;4;Flexible;700;70;65;221;6559;1250;1;15;75;4
Apartment;Entire home/apt;;;0;;2;1;5;Strict;350;140;;165;4240;1125;14;;7;
House;Private room;85;1;1;8;1;2;2;Moderate;150;;;85;1568;575;1;;79;4
Apartment;Entire home/apt;;;0;1;2;1;4;Flexible;;100;;150;4200;1050;3;11;75;4
Loft;Entire home/apt;246;1;29;25;0;1;2;Moderate;400;95;;175;4900;1225;30;13;75;4
Apartment;Private room;97;0;1;0;1;2;2;Flexible;;50;;80;2382;560;3;6;75;
House;Private room;;;0;0;1;1;2;Flexible;;;;99;1411;499;1;1;82;
Apartment;Private room;109;1;7;2;1;1;2;Moderate;;;;109;3235;700;2;8;8;3
House;Private room;66;1;11;6;1;2;2;Flexible;500;;25;55;1200;380;7;25;53;4
Apartment;Private room;281;0;10;1;1;2;2;Flexible;;;;89;623;2492;1;8;75;4
Apartment;Entire home/apt;302;1;37;69;1;1;4;Moderate;200;45;25;500;6500;1800;1;15;75;4
Apartment;Private room;;;0;0;1;0;1;Flexible;;;;80;;;1;4;75;
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;;;800;22400;5600;1;15;75;
Boat;Entire home/apt;292;0;9;2;2;1;5;Flexible;200;50;;259;7687;1813;1;29;75;2
Apartment;Entire home/apt;;;0;6;1;1;1;Flexible;;;;85;2525;595;1;;74;4
Apartment;Entire home/apt;113;1;10;55;1;1;3;Moderate;100;;20;109;2499;749;4;11;53;4
House;Private room;;;0;0;1;1;2;Flexible;300;75;25;125;3500;875;1;10;75;
Cabin;Entire home/apt;135;1;3;0;0;1;1;Moderate;;;;135;3780;945;2;19;35;
Condominium;Entire home/apt;;;0;0;1;1;4;Strict;;99;;299;8372;2093;1;8;75;
House;Private room;65;1;11;1;1;1;1;Moderate;300;19;;59;1499;372;10;10;83;2
Apartment;Private room;;;0;0;1;2;1;Flexible;;40;;100;2800;700;1;8;75;
House;Shared room;48;1;12;1;1;3;1;Strict;;10;;45;1260;315;1;16;79;4
House;Entire home/apt;288;1;3;11;2;3;4;Moderate;500;100;;225;6300;1500;4;15;68;4
Townhouse;Private room;;;0;0;1;1;2;Flexible;500;100;;125;3500;875;3;10;75;
Apartment;Private room;251;0;3;1;1;1;2;Moderate;;20;;250;7000;1750;1;15;75;
Apartment;Private room;67;1;5;2;1;1;2;Moderate;250;25;25;100;1400;500;1;6;53;4
Apartment;Entire home/apt;249;0;15;7;3;2;8;Strict;200;120;25;220;6160;1540;1;23;75;2
House;Entire home/apt;188;1;70;89;2;1;6;Strict;480;100;15;150;4200;1050;1;45;8;4
Apartment;Private room;130;0;2;4;1;2;2;Moderate;150;50;;95;2820;665;1;;40;3
Apartment;Entire home/apt;;;0;0;1;1;4;Flexible;;;;225;6300;1575;2;1;75;
House;Private room;75;0;35;46;1;1;2;Strict;100;10;35;80;2240;455;1;34;19;4
House;Private room;40;0;2;2;1;5;2;Flexible;100;20;;46;1288;322;7;10;8;
Apartment;Shared room;46;0;2;4;1;1;2;Flexible;;10;10;45;1105;315;1;11;82;3
House;Entire home/apt;750;0;1;0;3;2;6;Flexible;;;;750;21000;5250;1;7;12;
Apartment;Entire home/apt;;;0;;1;1;3;Strict;500;150;;200;5936;1400;3;;75;
Apartment;Shared room;38;0;1;0;1;1;1;Moderate;;20;;40;1120;280;2;5;8;
House;Private room;85;0;13;10;1;1;3;Flexible;;30;20;79;2212;553;1;20;82;4
Apartment;Private room;;;0;1;1;1;2;Flexible;200;20;;125;3500;875;1;5;75;2
Apartment;Private room;111;1;53;85;1;1;2;Moderate;100;20;20;110;2300;600;1;13;44;3
House;Shared room;37;0;1;10;1;;1;Flexible;150;;;37;1134;259;1;;46;3
House;Entire home/apt;;;0;0;2;2;2;Flexible;2000;250;;800;22400;5600;2;7;30;
Apartment;Private room;310;0;1;0;1;1;2;Strict;2000;180;80;220;6160;1540;1;11;75;
Apartment;Entire home/apt;;;0;;1;1;3;Flexible;;;;225;6678;1575;1;;75;
Apartment;Entire home/apt;128;0;1;2;0;1;2;Moderate;300;100;60;111;3108;750;3;14;75;1
Other;Private room;;;0;0;1;1;2;Flexible;;;;175;4900;1225;1;13;68;
Apartment;Entire home/apt;292;0;1;10;1;2;3;Moderate;;50;;275;8162;1925;2;;75;2
Loft;Shared room;70;0;7;5;1;2;7;Strict;;;70;70;1770;490;1;14;75;3
Condominium;Entire home/apt;115;1;1;0;1;1;2;Strict;300;90;;112;3136;1000;7;12;68;
Apartment;Entire home/apt;;;0;;2;2;3;Strict;450;95;;225;5830;1575;3;;75;
House;Private room;84;0;2;3;1;1;1;Moderate;300;30;;69;1932;483;1;4;30;3
Apartment;Shared room;;;0;0;1;1;2;Flexible;;;15;9501;281990;66507;1;1;75;
House;Private room;41;1;21;22;1;1;2;Flexible;;;;49;1372;343;1;15;16;4
House;Private room;;;0;1;1;1;2;Flexible;;;;80;2382;0;1;0;1;
House;Private room;;;0;12;1;2;2;Flexible;;50;20;72;2034;490;1;0;53;4
House;Private room;;;0;0;1;1;2;Moderate;100;12;10;104;2912;728;7;18;53;
House;Entire home/apt;84;1;12;7;2;2;4;Strict;200;75;;95;2660;595;2;11;14;3
Apartment;Entire home/apt;167;1;12;8;0;1;2;Flexible;;80;;126;3528;882;14;7;75;3
House;Private room;;;0;3;1;1;1;Moderate;;20;;59;1359;350;3;0;53;3
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;;;300;8904;2100;3;1;75;
House;Entire home/apt;320;0;13;2;2;2;5;Strict;200;140;;220;6160;1540;3;21;72;4
House;Entire home/apt;350;0;2;2;4;3;7;Strict;;100;;300;8400;2100;4;18;53;4
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;100;;179;5012;1253;1;6;75;
Apartment;Private room;127;1;69;87;1;1;2;Moderate;;54;;150;4200;1050;1;6;75;4
Apartment;Private room;52;1;14;6;1;1;2;Moderate;;;;33;693;196;1;7;53;2
Apartment;Entire home/apt;200;0;2;0;2;1;4;Flexible;;;;200;5600;1400;1;1;8;
House;Entire home/apt;402;1;28;25;3;3;6;Strict;500;175;50;360;10080;2520;3;14;75;4
House;Private room;;;0;0;1;1;1;Flexible;;;;31;868;217;1;1;33;
House;Entire home/apt;298;1;10;6;5;3;8;Strict;1000;125;30;400;11200;2800;2;50;68;4
Condominium;Entire home/apt;;;0;0;0;1;2;Strict;500;195;;163;4564;1141;3;7;75;
House;Private room;;;0;0;1;2;2;Moderate;200;15;;115;3413;0;1;0;75;
Condominium;Private room;55;1;4;6;1;1;2;Moderate;;10;;45;1260;315;1;9;30;2
House;Private room;;;0;1;1;1;2;Flexible;;25;10;65;455;1820;3;8;69;2
Apartment;Private room;60;1;14;2;1;1;1;Moderate;100;50;;103;1800;721;2;10;75;4
Apartment;Entire home/apt;72;1;8;6;2;1;4;Moderate;;;;225;6300;400;1;13;8;3
Apartment;Entire home/apt;166;1;22;143;2;2;4;Moderate;200;80;;200;3080;770;1;16;75;4
Apartment;Private room;157;0;6;10;1;1;2;Strict;750;120;20;125;2600;750;2;20;44;4
Apartment;Entire home/apt;;;0;1;0;1;2;Strict;300;100;;150;4200;1050;2;17;75;
House;Private room;116;1;10;8;1;1;2;Strict;1700;40;25;100;1600;700;6;11;75;4
House;Private room;58;1;5;1;1;1;1;Flexible;;;;58;406;1624;1;4;75;4
Apartment;Private room;104;1;1;;1;1;2;Moderate;500;20;;100;2239;600;4;;75;
Apartment;Private room;92;1;1;3;1;1;2;Flexible;;;;95;2660;665;1;5;75;4
House;Private room;63;1;10;9;1;2;5;Moderate;100;75;25;64;1792;448;1;14;30;4
House;Entire home/apt;;;0;1;1;1;2;Strict;500;100;;195;5000;1300;4;23;44;4
House;Private room;56;1;3;5;1;1;2;Moderate;;30;25;50;1400;350;2;8;75;4
House;Shared room;;;0;0;1;1;1;Moderate;200;50;;30;840;210;5;10;68;
Apartment;Private room;;;0;1;1;1;1;Flexible;;;;65;1982;475;1;0;8;
House;Entire home/apt;648;0;4;1;4;3;12;Strict;1000;125;75;675;13000;4725;4;33;11;4
House;Private room;;;0;0;1;1;1;Flexible;;;;30;927;0;1;0;8;
Apartment;Entire home/apt;282;0;4;84;1;1;4;Moderate;;45;;280;7000;1890;5;9;75;3
House;Entire home/apt;193;0;2;0;2;1;4;Moderate;500;50;30;160;4480;1120;1;10;17;
Apartment;Entire home/apt;410;0;1;2;0;1;2;Strict;250;;;350;9800;2450;1;3;75;1
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;85;2380;595;3;13;1;
House;Private room;;;0;0;1;2;1;Flexible;;;;142;3976;994;2;26;75;
Apartment;Private room;;;0;1;1;2;2;Flexible;;;;130;3640;910;7;7;75;4
Apartment;Private room;70;1;2;23;1;2;2;Flexible;200;;;70;1100;350;14;34;8;4
Apartment;Entire home/apt;;;0;1;2;1;4;Strict;500;100;;164;3710;1150;7;0;75;
House;Entire home/apt;150;1;52;80;2;1;4;Moderate;;;10;155;870;4340;3;22;75;4
Apartment;Private room;100;1;1;0;1;1;2;Flexible;;;;100;2800;700;1;1;75;
House;Entire home/apt;140;1;49;71;1;1;2;Moderate;;60;;122;3416;780;1;18;72;4
House;Private room;;;0;0;1;1;1;Moderate;;20;;66;1848;462;1;9;68;
House;Shared room;76;1;1;0;1;1;2;Flexible;95;25;;75;1600;460;1;1;79;
House;Private room;74;0;1;1;1;3;6;Flexible;100;10;40;70;2000;500;1;1;62;4
Apartment;Private room;143;0;1;0;1;1;2;Flexible;350;70;20;120;3360;840;1;5;75;
Apartment;Entire home/apt;649;0;7;1;2;1;5;Moderate;;85;;599;8480;3000;2;15;75;
House;Private room;;;0;5;1;2;3;Strict;100;30;20;70;2095;0;1;0;75;3
Loft;Entire home/apt;254;1;3;14;1;1;1;Strict;500;75;50;250;4000;1500;2;32;75;4
Apartment;Entire home/apt;154;0;16;18;0;1;2;Strict;2000;150;;129;3612;903;3;7;12;4
Apartment;Entire home/apt;;;0;0;1;1;4;Moderate;500;70;;175;4900;1225;2;10;75;
Apartment;Entire home/apt;;;0;1;2;2;4;Flexible;1000;250;100;500;14840;2500;2;0;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Strict;1000;80;;170;5046;0;5;0;75;
House;Private room;75;1;2;2;1;3;2;Strict;;;20;75;2100;500;4;4;75;4
House;Entire home/apt;276;0;19;12;2;1;5;Flexible;;30;;300;8400;2100;3;14;75;4
House;Entire home/apt;;;0;0;7;6;14;Strict;;;50;1050;30740;8000;1;0;75;
House;Private room;;;0;0;1;1;2;Flexible;;;;100;2968;0;1;0;68;
House;Entire home/apt;230;0;2;9;2;1;4;Strict;500;59;;210;5880;1470;2;49;75;4
House;Private room;;;0;3;1;2;1;Flexible;;35;;65;1620;510;1;0;75;1
Camper/RV;Entire home/apt;55;0;49;33;1;1;3;Flexible;300;;10;50;1400;300;1;8;8;3
House;Private room;;;0;3;1;1;2;Flexible;;;;95;2392;575;0;0;75;4
Apartment;Entire home/apt;179;0;1;0;2;1;2;Flexible;;;;179;5012;1253;1;11;75;
Tipi;Entire home/apt;;;0;1;1;1;6;Flexible;;;5;35;980;245;1;2;36;4
Apartment;Entire home/apt;;;0;0;2;2;4;Flexible;500;100;;900;25200;6300;1;9;75;
Apartment;Private room;157;0;2;9;1;1;4;Strict;500;;;168;5825;1176;3;11;75;2
Apartment;Entire home/apt;115;1;2;4;0;;2;Super Strict 30 Days;;155;;110;2500;770;18;11;75;4
House;Private room;60;0;3;1;1;1;5;Strict;300;50;25;100;1500;700;2;21;58;4
Apartment;Entire home/apt;;;0;1;0;1;4;Flexible;;;;150;4452;0;1;0;75;
Apartment;Private room;;;0;0;1;1;2;Strict;100;79;;100;2800;700;1;21;75;
Apartment;Entire home/apt;;;0;0;2;1;2;Strict;1000;;;95;1600;450;18;12;8;
Apartment;Private room;100;1;2;0;1;1;2;Flexible;;;;100;2800;700;1;6;75;
House;Private room;103;0;11;16;1;1;2;Moderate;;;;111;3108;777;1;4;75;4
Apartment;Entire home/apt;230;0;24;43;1;1;2;Flexible;;100;;150;5600;1600;2;19;75;4
House;Entire home/apt;;;0;0;3;3;6;Strict;500;250;;187;5550;0;13;0;7;
Apartment;Entire home/apt;82;1;9;1;1;1;2;Moderate;;15;;80;560;2240;2;4;53;4
Cabin;Private room;189;0;4;3;1;1;2;Flexible;;;;189;5292;1323;1;3;7;1
Apartment;Private room;263;1;2;0;1;1;1;Flexible;;;;300;8400;2100;3;4;75;
Other;Private room;69;1;9;0;1;1;2;Flexible;;;;69;1932;483;7;5;75;
Apartment;Private room;111;0;4;3;1;1;2;Flexible;;;;125;3500;875;1;4;75;2
House;Private room;95;0;8;10;1;2;2;Moderate;250;50;30;75;1699;499;2;24;68;4
Apartment;Entire home/apt;280;1;18;32;2;1;4;Moderate;;75;;250;7000;1500;2;14;75;4
Other;Entire home/apt;;;0;1;1;1;2;Strict;;;;110;3265;0;1;0;75;
House;Entire home/apt;422;1;7;9;3;3;6;Strict;250;161;;450;10000;2550;5;35;75;4
House;Private room;46;1;9;5;1;2;2;Moderate;95;;7;49;1372;343;3;10;53;3
Apartment;Entire home/apt;201;1;4;7;1;1;4;Flexible;;70;;180;5040;1260;1;17;75;4
Apartment;Entire home/apt;;;0;6;1;1;3;Strict;400;83;;176;5224;0;3;0;75;2
Apartment;Shared room;59;1;0;1;1;3;1;Moderate;;25;;59;1470;413;1;18;75;4
Condominium;Entire home/apt;280;1;2;2;1;1;4;Strict;400;225;;250;7000;1750;4;27;75;4
Apartment;Shared room;;;0;0;1;1;1;Strict;350;280;;29;812;203;10;7;8;
House;Entire home/apt;403;1;26;22;3;2;5;Flexible;1000;175;;375;7000;2000;3;12;8;4
Loft;Entire home/apt;193;1;16;8;1;1;2;Moderate;250;50;;189;5292;1200;3;19;75;4
Apartment;Private room;74;1;16;14;1;1;2;Strict;;15;20;65;1675;500;1;9;53;3
Apartment;Private room;105;0;2;0;1;1;1;Flexible;500;75;;30;840;210;20;13;16;
Apartment;Entire home/apt;;;0;3;3;2;6;Moderate;200;150;;350;10388;0;2;0;75;4
Condominium;Entire home/apt;378;1;19;7;3;2;8;Moderate;500;225;25;450;12600;3150;2;26;75;4
House;Entire home/apt;;;0;3;3;3;4;Strict;2100;225;;600;8268;3800;7;;44;3
Apartment;Private room;112;0;18;7;1;1;2;Moderate;500;35;15;85;2380;595;1;13;75;4
House;Private room;47;1;69;42;1;1;2;Strict;100;20;10;39;1092;273;2;8;75;2
Townhouse;Private room;;;0;0;1;1;1;Moderate;300;20;;84;2352;588;4;25;75;
Apartment;Entire home/apt;;;0;1;0;1;4;Strict;;;;180;5040;1260;2;11;75;4
House;Private room;84;1;4;0;1;1;2;Flexible;;25;;82;2293;573;1;12;82;
Apartment;Entire home/apt;184;1;1;86;1;1;4;Moderate;358;60;25;179;5313;1150;2;;75;3
House;Entire home/apt;140;1;58;40;2;2;6;Moderate;;50;10;130;3640;720;2;21;45;4
House;Private room;96;0;10;7;1;2;2;Flexible;;15;;150;4200;1050;1;14;75;2
Treehouse;Entire home/apt;;;0;;0;1;2;Flexible;;;;10;314;70;1;;79;
House;Private room;57;1;19;15;1;3;1;Strict;400;15;;47;1075;295;1;45;8;3
House;Entire home/apt;;;0;37;1;1;2;Moderate;;38;;129;2650;750;2;0;82;3
Apartment;Private room;;;0;0;1;1;1;Flexible;;35;;60;1680;420;1;13;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;225;6300;1575;3;11;75;
Apartment;Entire home/apt;215;1;40;62;1;1;2;Moderate;;100;;179;5012;1100;4;12;75;4
Apartment;Entire home/apt;;;0;1;1;1;2;Flexible;150;75;;175;4900;1225;5;19;75;4
Apartment;Private room;;;0;2;1;1;2;Strict;400;50;20;99;2938;693;1;8;75;
Apartment;Private room;124;1;5;;1;1;2;Moderate;;10;;120;3562;840;1;;75;
Apartment;Private room;;;0;0;1;1;1;Moderate;250;40;;125;3500;875;3;14;84;
Apartment;Private room;100;1;20;7;1;1;2;Moderate;;10;;95;2660;665;1;19;75;4
Apartment;Entire home/apt;185;1;5;9;1;1;5;Flexible;;39;;169;4732;1183;3;5;75;3
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;175;4900;1225;1;1;12;
